id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;year;Nemployees;Ncommunities;management;freeINDandDEC;freeFINandGOV;AREAtotal;AREAred;facilities[SQ001];facilities[SQ002];facilities[SQ003];facilities[SQ004];facilities[SQ005];NCSOs;CSOrehab;CSOinvest;Npumpstat;MvarCSO[SQ001];MvarCSO[SQ002];MvarCSO[SQ003];MvarCSO[SQ004];MvarCSO[SQ005];MvarCSO[other];NinstrumCSO;Npluviom;WLmeas[SQ001];WLmeas[SQ002];WLmeas[SQ003];WLmeas[SQ004];WLmeas[SQ005];WLmeas[other];WLplants;WLassess;WLdataQlty;WLdataQLTYbad[SQ001];WLdataQLTYbad[SQ002];WLdataQLTYbad[SQ003];WLdataQLTYbad[other];WQproblm2[SQ001];WQproblm2[SQ002];WQproblm2[SQ003];WQproblm2[SQ004];WQproblm2[other];ORGshare[SQ001];ORGshare[SQ002];ORGshare[SQ003];ORGshare[SQ004];ORGshare[other];MTavail;METex[SQ001];METex[SQ002];METex[SQ003];METex[SQ004];METex[SQ005];METex[SQ006];METex[SQ007];METex[SQ008];METex[SQ009];METex[other];METobst[SQ001];METobst[SQ002];METobst[SQ003];METobst[SQ004];METobst[SQ005];METobst[SQ006];METobst[SQ007];METobst[SQ008];METobst[other];MEASplants[SQ001];MEASplants[SQ002];MEASplants[SQ003];MEASplants[SQ004];MEASplants[SQ005];MEASplants[SQ006];MEASplants[SQ007];MEASplants[SQ008];MEASplants[SQ009];MEASplants[other];MEunc;MEunc[comment];IntDrainPlan;IDPyear;IDPrev;ORGcoopUD;EMPevent;MEAStp;woWWTP;woWWTP[other];SSvision;SSvision[comment];CSOpublic;CSOpublic[comment];CSOlaw;impREG;TSguide;REGapply;REGenf;CSOreg[SQ001];CSOreg[SQ002];CSOreg[SQ003];CSOreg[SQ004];CSOreg[other];CSOmonit[1];CSOmonit[2];CSOmonit[3];CSOmonit[4];CSOmonit[5];CSOmonit[6];CSOmonit[7];CSOmonit[8];CSOmonit[9];CSOmonit[10];CSOmonit[11];CSOmonit[12];CSOownprop;UDfeed;COUDapply[SQ001];COUDapply[SQ002];interviewtime;groupTime3815;yearTime;NemployeesTime;NcommunitiesTime;managementTime;freeINDandDECTime;freeFINandGOVTime;AREAtotalTime;AREAredTime;facilitiesTime;groupTime3816;NCSOsTime;CSOrehabTime;CSOinvestTime;NpumpstatTime;groupTime3817;MvarCSOTime;NinstrumCSOTime;NpluviomTime;groupTime3818;WLmeasTime;WLplantsTime;WLassessTime;WLdataQltyTime;WLdataQLTYbadTime;WQproblm2Time;ORGshareTime;groupTime3821;MTavailTime;METexTime;METobstTime;MEASplantsTime;MEuncTime;groupTime3822;IntDrainPlanTime;IDPyearTime;IDPrevTime;ORGcoopUDTime;groupTime3823;EMPeventTime;groupTime3824;MEAStpTime;woWWTPTime;SSvisionTime;CSOpublicTime;groupTime3825;CSOlawTime;impREGTime;TSguideTime;REGapplyTime;REGenfTime;CSOregTime;groupTime3826;CSOmonitTime;CSOownpropTime;UDfeedTime;groupTime3827;CIsurveyTime;COUDapplyTime;is_complete;ip_region;ip_country
300;2024-07-04 14:25:15;11.0;de;1297175025;2024-07-04 14:06:58;2024-07-04 14:25:15;2011.0;9.0;9.0;Yes;5.0;;;;No;No;Yes;No;Yes;8.0;Yes;Yes;5.0;Yes;Yes;Yes;Yes;No;;8.0;2.0;Yes;Yes;Yes;No;No;;Of most;Daily;Enig;;;;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No, I don't think this is needed;;;;;5.0;;No, neither of those;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;;Wird in unserem Verban im jahr 2027 realität sein, wir arbeiten bereits aktiv daran. ;I reject this vision because I think data from wastewater infrastructures should not be openly available;;;;;;;Yes;Yes;Yes;Yes;;Shifting competence from the municipality to the association;Increased supervisory role of the cantons;Own suggestion;;;;;;;;;;Engagement der Verantwortlichen Personen ist entscheidend;Ihre Umfrage geht davon aus, dass im Mischsystem entwässert wird. In unserem Einzugsgebiet trifft dies nur auf eine utergeordnete Anzahl der Siedlungsflächen zu. ;No;No;1101.1;176.37;;;;;;;;;;73.05;;;;;83.55;;;;204.83;;;;;;;;30.2;;;;;;12.56;;;;;23.04;;170.38;;;;;51.03;;;;;;;189.38;;;;86.71;;;complete;Grisons;CH
217;2024-07-04 06:34:52;11.0;de;1186590680;2024-07-04 06:24:53;2024-07-04 06:34:51;1980.0;1.0;1.0;;;;;;No;No;No;No;No;0.0;;;0.0;;;;;;;;0.0;No;No;No;No;Yes;;;;;;;;;;;;;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;Yes;;;;;;;;;;;;;No;No;No;No;;;;;;;;;;;;;;;Unsere ARA für rund 500 Einwohner funktioniert nach dem Trennsystem, das bedeutet ein relativ konstanter Schmutzwasseranfall und nur sehr geringer Anteil an Regenwasser.;No;No;598.85;179.43;;;;;;;;;;16.67;;;;;10.86;;;;54.05;;;;;;;;19.62;;;;;;24.93;;;;;16.29;;40.26;;;;;32.95;;;;;;;146.85;;;;56.94;;;complete;Zurich;CH
284;2024-07-04 12:49:19;11.0;fr;781921311;2024-07-04 12:03:24;2024-07-04 12:49:19;1976.0;4.0;19.0;Yes;4.0;3.0;;;Yes;No;Yes;No;Yes;12.0;No;No;10.0;No;No;Yes;No;No;;0.0;1.0;No;Yes;Yes;No;No;;;Once a month;Uenig;No;No;No;;Yes;No;No;No;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;Yes;;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;;Yes;Yes;Yes;No;No;No;No;;Better products and services from metrology companies;Education and training opportunities for measurement technology and measurement data management;Performance indicators;;;;;;;;;;;;No;No;2601.61;1368.8;;;;;;;;;;238.66;;;;;311.03;;;;210.82;;;;;;;;31.48;;;;;;13.01;;;;;19.69;;130.12;;;;;115.92;;;;;;;144.27;;;;17.81;;;complete;Valais;CH
283;2024-07-04 12:32:49;11.0;de;2009027961;2024-07-04 12:03:05;2024-07-04 12:32:49;1974.0;4.0;12.0;Yes;5.0;5.0;;;No;Yes;Yes;No;Yes;8.0;Yes;Yes;12.0;Yes;Yes;Yes;Yes;Yes;Überfallmenge;12.0;0.0;Yes;Yes;Yes;No;No;;Of most;In near real-time;Enig;;;;;;;;;;No;Yes;Yes;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;Yes;No;No;No;;Yes, I do uncertainty calculations on my data;Alle Messungen werden bei der IBS Referenziert. Die Daten sind sehr genau und korrespondieren gegeneinander;Yes;2012;Yes;5.0;Yes;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;Wo auch immer möglich und sinnvoll einsetzbar.;I reject this vision because I think data from wastewater infrastructures should not be openly available;Solange der Kanton nicht bereit ist die Strassenentwässerungen zu trennen, sehe ich hier leider nur geringen Nutzen.;Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Customized services of engineering and design offices;Increased supervisory role of the cantons;;;;;;;;;;;Die Leute fordern das keine Überfälle mehr vorkommen. Die Kantone und teilweise auch die Kommunen machen aus unserer Sicht jedoch zu wenig um Unverschmutztes Abwasser konsequent aus der Schmutzwasserkanalisation zu entfernen. Oftmals werden noch heute Strassen Mischsystem erschlossen statt auf SABAs zu setzen. Die Verantwortung für die Überfälle liegt danach bei den ARAs;No;No;1786.91;51.04;;;;;;;;;;162.05;;;;;94.47;;;;151.4;;;;;;;;210.1;;;;;;313.04;;;;;17.43;;308.71;;;;;88.66;;;;;;;326.81;;;;63.2;;;complete;Lucerne;CH
278;2024-07-04 11:59:51;11.0;de;1110093218;2024-07-04 11:35:17;2024-07-04 11:59:51;1968.0;3.0;5.0;No;4.0;2.0;3300.0;102.0;Yes;No;Yes;No;Yes;12.0;Yes;Yes;0.0;No;Yes;Yes;No;No;;0.0;0.0;No;No;No;No;Yes;;Of none;Never;;;;;;;;;;;Yes;No;No;No;;No;No;Yes;No;Yes;No;Yes;No;No;No;;Yes;No;No;No;No;Yes;No;No;;;;;;;;;;;;Yes, I do uncertainty calculations on my data;;;;;5.0;Yes;;No;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;No;No;;;No;No;Yes;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);One-off subsidy for metrology equipment;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);;;;;;;;;;;;No;No;1479.21;732.07;;;;;;;;;;60.61;;;;;73.84;;;;90.5;;;;;;;;139.64;;;;;;13.23;;;;;17.35;;112.33;;;;;78.3;;;;;;;84.07;;;;77.27;;;complete;Basel-City;CH
252;2024-07-04 09:12:24;11.0;de;256513533;2024-07-04 08:58:03;2024-07-04 09:12:24;1977.0;3.5;10.0;Yes;4.0;4.0;;;No;No;Yes;No;Yes;35.0;No;Yes;6.0;Yes;Yes;No;Yes;No;;6.0;4.0;Yes;Yes;Yes;No;No;;Of most;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;No;Yes;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;Yes;No;No;No;No;;No, I don't think this is needed;;;;;4.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;Yes;Yes;Yes;;Yes;No;No;No;;;;;;;;;;;;;;;;No;No;863.96;149.46;;;;;;;;;;38.1;;;;;72.55;;;;91.89;;;;;;;;89.1;;;;;;10.16;;;;;8.18;;124.14;;;;;42.58;;;;;;;209.65;;;;28.15;;;complete;Lucerne;CH
226;2024-07-04 08:05:48;11.0;de;1053514497;2024-07-04 07:45:32;2024-07-04 08:05:48;1983.0;2.0;7.0;No;3.0;3.0;;;No;No;Yes;No;Yes;12.0;Yes;No;0.0;Yes;Yes;No;Yes;No;;3.0;0.0;No;No;Yes;No;No;;From some;In near real-time;;;;;;;;;;;No;No;No;Yes;;No;Yes;No;Yes;Yes;Yes;No;No;No;No;;No;Yes;No;Yes;No;No;No;No;;;;;;;;;;;;Yes, I do uncertainty calculations on my data;;Yes;2016;No;4.0;Yes;Yes, for the maintenance of the measurement technology;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;No;No;Yes;Yes;No;Yes;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Joint events and information campaigns;Performance indicators;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Increased supervisory role of the cantons;One-off subsidy for metrology equipment;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;Better products and services from metrology companies;Customized services of engineering and design offices;Education and training opportunities for measurement technology and measurement data management;Shifting competence from the municipality to the association;;;;No;No;1219.18;367.94;;;;;;;;;;83.67;;;;;69.71;;;;86.45;;;;;;;;134.37;;;;;;66.45;;;;;15.62;;134.95;;;;;127.55;;;;;;;112.4;;;;20.07;;;complete;Zurich;CH
192;2024-07-03 13:05:35;11.0;fr;940711214;2024-07-03 12:24:28;2024-07-03 13:05:35;0.0;0.0;0.0;;;5.0;0.0;0.0;Yes;No;No;No;No;2.0;No;No;0.0;No;No;No;No;No;aucune mesure déversser;0.0;1.0;No;No;No;No;No;pas de mesure;;;;;;;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;No;;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;No;;;;;Yes;No;Yes;No;déversement pas de mesure;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);One-off subsidy for metrology equipment;;;;;;;;;;;Mesurer le débit déverser avec analyse pour voir l'impacte de pollution .;No;No;1469.0;228.25;;;;;;;;;;54.72;;;;;175.7;;;;105.09;;;;;;;;16.82;;;;;;16.38;;;;;18.23;;269.27;;;;;140.21;;;;;;;420.2;;;;24.13;;;complete;Vaud;CH
556;2024-07-18 07:54:46;11.0;de;2119222730;2024-07-18 07:28:40;2024-07-18 07:54:46;1964.0;10.0;12.0;Yes;5.0;5.0;8962.0;;No;No;Yes;No;No;1.0;No;Yes;0.0;No;Yes;Yes;Yes;No;;2.0;1.0;No;Yes;No;No;No;;Of most;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;No;Yes;No;Yes;;Yes;;;;;;;;;;;;;;;;;;;;No;Yes;No;Yes;No;No;Yes;No;Yes;;Yes, I do uncertainty calculations on my data;;No;;;3.0;Yes;Yes, for the maintenance of the measurement technology;Other;Es ist sinnvoll die Komunikation zwischen den Betreibern zu fördern;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Shifting competence from the municipality to the association;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;;;;;;;;;;;;No;No;1559.57;564.2;;;;;;;;;;31.42;;;;;107.93;;;;139.86;;;;;;;;70.39;;;;;;59.95;;;;;10.48;;254.31;;;;;61.76;;;;;;;190.37;;;;68.9;;;complete;Bern;CH
351;2024-07-06 09:45:00;11.0;de;1487343703;2024-07-06 09:37:19;2024-07-06 09:45:00;1975.0;3.0;7.0;Yes;5.0;5.0;;;No;No;Yes;No;Yes;9.0;Yes;Yes;0.0;No;Yes;Yes;No;No;;7.0;1.0;No;No;Yes;No;No;;Of most;Annually;Enig;;;;;;;;;;No;No;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;Yes;No, neither of those;No;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;No;No;Yes;Yes;Yes;Yes;No;No;No;;;;;;;;;;;;;;;;No;No;445.3;102.52;;;;;;;;;;59.81;;;;;47.18;;;;53.24;;;;;;;;7.18;;;;;;8.84;;;;;9.69;;82.5;;;;;41.62;;;;;;;20.4;;;;12.32;;;complete;Thurgau;CH
359;2024-07-08 06:43:23;11.0;de;357260072;2024-07-08 05:29:10;2024-07-08 06:43:23;1968.0;6.0;8.0;No;2.0;2.0;96.0;17.7;Yes;No;Yes;No;Yes;30.0;Yes;Yes;9.0;Yes;Yes;No;No;No;nicht durchgängige Erfassung;14.0;2.0;No;Yes;Yes;No;No;Funk;Of most;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;;;;;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;Yes;;No;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;Kommunikations- und Stromversorgungsprobleme sind nicht überall einfach zu lösen;I support this vision on the following condition:;Der Aufwand dafür erscheint mir sehr hoch;;;Yes;Yes;;Yes;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Performance indicators;;;;;;;;;;;;No;No;4458.65;1988.66;;;;;;;;;;343.58;;;;;295.65;;;;196.42;;;;;;;;49.68;;;;;;31.46;;;;;23.1;;954.59;;;;;165.01;;;;;;;366.11;;;;44.39;;;complete;Thurgau;CH
424;2024-07-09 08:28:46;11.0;de;668911591;2024-07-09 07:58:43;2024-07-09 08:28:46;2020.0;30.0;12.0;;2.0;3.0;;700.0;No;No;Yes;No;Yes;50.0;Yes;Yes;23.0;Yes;Yes;Yes;Yes;Yes;;7.0;2.0;Yes;Yes;Yes;No;No;;From some;Several times a year;Uenig;No;No;No;;No;No;No;No;;No;Yes;Yes;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;Yes;;Yes, I do uncertainty calculations on my data;;;;;;Yes;No, neither of those;;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;;No;Yes;Yes;;Yes;No;No;No;;;;;;;;;;;;;;;Bei uns werden alle RB überwacht;No;Yes;1806.94;1020.15;;;;;;;;;;89.72;;;;;73.31;;;;157.69;;;;;;;;60.84;;;;;;24.97;;;;;20.59;;133.99;;;;;72.96;;;;;;;67.0;;;;85.72;;;complete;Zurich;CH
423;2024-08-05 09:32:41;11.0;de;2008083962;2024-07-09 07:28:46;2024-08-05 09:32:41;2014.0;3.0;1.0;No;2.0;3.0;622.0;316.0;No;No;Yes;No;Yes;9.0;No;Yes;2.0;No;No;No;No;No;Keine;0.0;0.0;No;No;No;No;No;;;;;;;;;;;;;;No;No;No;No;;No;No;No;No;No;No;No;No;No;No;;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;Yes;2024;Yes;4.0;No;;;;;;;;No;No;No;Yes;No;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);One-off subsidy for metrology equipment;;;;;;;;;;;;;No;No;3923.97;2589.47;;;;;;;;;;102.58;;;;;90.25;;;;173.08;;;;;;;;144.32;;;;;;81.48;;;;;46.28;;170.98;;;;;338.57;;;;;;;147.26;;;;39.7;;;complete;Bern;CH
419;2024-07-09 06:36:41;11.0;de;651707765;2024-07-09 06:04:13;2024-07-09 06:36:41;1967.0;93.0;9.0;Yes;;;1500.0;450.0;No;Yes;Yes;No;Yes;20.0;Yes;Yes;10.0;Yes;Yes;Yes;Yes;Yes;;20.0;4.0;Yes;No;Yes;No;No;;Of most;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;No;No;Yes;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;No;Yes;No;No;;Yes, I do uncertainty calculations on my data;;Yes;2021;Yes;5.0;Yes;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;;Yes;Yes;;Yes;No;Yes;Yes;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Shifting competence from the municipality to the association;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);;;;;;;;;;;Teilweise unklare Fragen.;Yes;Yes;1949.48;330.29;;;;;;;;;;150.92;;;;;89.75;;;;246.64;;;;;;;;144.77;;;;;;157.68;;;;;28.18;;244.93;;;;;160.83;;;;;;;266.22;;;;129.27;;;complete;Zurich;CH
167;2024-07-03 07:57:02;11.0;fr;1601114010;2024-07-03 07:40:21;2024-07-03 07:57:02;1978.0;3.0;1.0;Yes;4.0;4.0;2.0;30.0;No;Yes;No;Yes;No;1.0;No;No;0.0;Yes;No;No;No;No;;0.0;1.0;No;No;No;No;No;pas de sonde niveau déversoir;Of none;Never;Uenig;No;No;No;pas de mesure;Yes;No;No;No;;Yes;No;No;No;;No;No;Yes;No;Yes;No;No;No;No;Yes;;Yes;Yes;No;No;Yes;No;No;No;;;;;;;;;;;;No, but I would like to know more or to do this in future;;;;;4.0;No;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I reject this vision because I do not think much of the use of such modern technologies for the assets of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;No;Yes;Yes;Yes;No;No;No;Yes;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Education and training opportunities for measurement technology and measurement data management;Customized services of engineering and design offices;;;;;;;;;;;;No;No;1006.76;158.9;;;;;;;;;;41.15;;;;;73.69;;;;152.34;;;;;;;;158.43;;;;;;50.3;;;;;16.64;;111.55;;;;;59.58;;;;;;;163.73;;;;20.45;;;complete;Île-de-France;FR
169;2024-07-03 08:58:09;11.0;de;1902385637;2024-07-03 08:16:27;2024-07-03 08:58:09;1964.0;4.0;7.0;Yes;4.0;5.0;636.0;;No;No;No;No;Yes;7.0;No;No;1.0;Yes;Yes;Yes;Yes;Yes;;7.0;0.0;No;No;Yes;No;No;;Of most;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;No;Yes;No;Yes;;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;Yes;Yes;No;No;No;;Yes, I do uncertainty calculations on my data;;Yes;2007;Yes;5.0;Yes;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;No;Yes;Yes;Yes;Yes;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Customized services of engineering and design offices;;;;;;;;;;;;No;Yes;2506.89;867.84;;;;;;;;;;105.35;;;;;78.07;;;;330.66;;;;;;;;111.76;;;;;;342.66;;;;;18.36;;150.96;;;;;73.5;;;;;;;287.71;;;;140.02;;;complete;Zurich;CH
408;2024-07-08 14:09:35;11.0;de;500998724;2024-07-08 13:50:54;2024-07-08 14:09:35;1962.0;2.0;1.0;No;5.0;4.0;;;No;Yes;Yes;Yes;No;3.0;No;No;4.0;No;Yes;Yes;Yes;No;;1.0;1.0;No;No;No;No;No;keine;Of none;Never;;;;;;;;;;;Yes;No;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No, I don't think this is needed;Die Angaben sind von einer sehr kleinen ARA, somit eher irrelevant!;;;;4.0;Yes;No, neither of those;No;;;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;;;;;;Yes;Yes;Yes;No;;;;;;;;;;;;;;;Da RÜB bei uns von der Grösse und der Pumpleistung die Begrenzung festlegen (Mechanisch - wenn voll, restlicher Zulauf läuft über), macht es keinen Sinn da zu messen! Arbeit der Arbeit willen, ohne dass etwas geändert werden kann bringt nichts!;No;No;1124.41;475.66;;;;;;;;;;43.56;;;;;61.04;;;;65.74;;;;;;;;52.57;;;;;;12.11;;;;;26.13;;92.49;;;;;53.13;;;;;;;227.92;;;;14.06;;;complete;Basel-City;CH
174;2024-07-03 09:47:05;11.0;de;1718786802;2024-07-03 09:16:07;2024-07-03 09:47:05;1974.0;10.0;25.0;Yes;5.0;5.0;45500.0;;No;Yes;Yes;Yes;Yes;16.0;Yes;Yes;82.0;Yes;Yes;Yes;Yes;Yes;;16.0;13.0;No;Yes;Yes;No;No;;Of most;In near real-time;Enig;;;;;;;;;;No;Yes;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;Yes;No;No;No;No;;Yes, I do uncertainty calculations on my data;;Yes;2016;Yes;5.0;Yes;Yes, for the maintenance of the measurement technology;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;Yes;Yes;;Yes;Yes;Yes;Yes;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Shifting competence from the municipality to the association;;;;;;;;;;;;No;No;1861.5;1287.76;;;;;;;;;;32.4;;;;;76.92;;;;56.28;;;;;;;;61.97;;;;;;25.73;;;;;18.92;;96.77;;;;;53.78;;;;;;;82.27;;;;68.7;;;complete;Fribourg;CH
